node_a,node_b,relation
1682,1704,stronger
3392,2732,stronger
4192,3347,stronger
2077,2233,stronger
2978,2900,weaker
275,1616,equivalent
2510,1334,weaker
1304,4003,incomparable
2146,3501,incomparable
1320,1473,incomparable
4450,2824,stronger
2461,129,stronger
3655,109,incomparable
1024,4363,incomparable
1965,2931,weaker
769,2124,incomparable
4363,3579,stronger
4313,1772,incomparable
3129,4200,weaker
1957,1535,weaker
4333,2424,stronger
3113,1223,incomparable
3469,858,incomparable
766,2792,equivalent
2803,4215,weaker
700,452,weaker
2195,4332,incomparable
2508,2577,equivalent
2064,843,incomparable
2652,4019,incomparable
1671,4332,incomparable
1444,1889,stronger
2452,2645,incomparable
33,928,weaker
4184,3240,stronger
4375,556,incomparable
3067,1228,incomparable
4567,726,stronger
2778,1125,incomparable
692,3193,incomparable
1847,3999,incomparable
3058,3394,incomparable
158,3259,weaker
2133,3804,weaker
1138,1967,weaker
1124,2823,equivalent
1955,1997,equivalent
575,3547,incomparable
1480,3424,incomparable
2058,1186,stronger
1709,1032,incomparable
2723,1576,equivalent
1391,3352,incomparable
21,3146,equivalent
501,3783,incomparable
2091,545,incomparable
1368,4122,incomparable
4539,556,incomparable
225,2387,equivalent
366,3558,incomparable
1404,1335,equivalent
1610,3655,weaker
1276,4533,incomparable
1291,3121,stronger
4543,1429,incomparable
4573,3523,incomparable
2580,3338,weaker
3559,3918,weaker
2879,3405,incomparable
2201,309,weaker
152,1535,incomparable
441,2577,stronger
2022,3949,weaker
148,1012,equivalent
3305,2466,incomparable
4129,3667,incomparable
3087,4458,incomparable
1714,571,weaker
430,4081,incomparable
3355,1240,incomparable
2775,3405,weaker
4476,2435,stronger
1733,32,equivalent
4467,629,incomparable
102,1017,stronger
4687,2847,incomparable
2668,1249,incomparable
109,1407,stronger
3755,3052,incomparable
2559,2245,weaker
116,134,weaker
1709,577,stronger
2,786,weaker
2061,1968,stronger
1882,4477,incomparable
4440,876,stronger
2404,2307,equivalent
4302,188,stronger
36,2999,equivalent
1669,397,incomparable
607,3754,weaker
3809,2507,incomparable
4122,752,incomparable
509,3219,equivalent
2263,3765,incomparable
3156,4571,weaker
2710,2764,stronger
3095,885,incomparable
1889,2800,equivalent
225,427,weaker
2202,1799,equivalent
74,3641,weaker
2939,1311,stronger
3907,1702,stronger
4230,4607,incomparable
1132,3733,weaker
2257,1856,stronger
958,3580,weaker
1670,2096,stronger
1114,4093,weaker
498,3595,weaker
408,669,incomparable
3219,3930,weaker
4482,3515,incomparable
3403,75,incomparable
4119,3463,weaker
3528,4685,incomparable
1281,4206,incomparable
1303,3965,weaker
4118,2272,stronger
1238,1126,stronger
3267,3597,stronger
3005,4351,weaker
835,2584,incomparable
2844,2713,equivalent
349,1378,incomparable
1164,773,equivalent
777,135,equivalent
1721,2384,stronger
2332,4258,weaker
2922,1091,equivalent
4083,1123,stronger
3527,676,incomparable
3454,3581,equivalent
2284,1743,stronger
2468,4304,incomparable
1379,3586,weaker
3703,4285,incomparable
4453,841,incomparable
810,2877,weaker
4186,497,stronger
1906,70,equivalent
4509,184,stronger
4466,3520,incomparable
2065,4264,incomparable
1198,2235,equivalent
1630,1892,stronger
3620,3469,incomparable
2488,1923,stronger
1311,1358,weaker
3511,2021,stronger
2005,234,weaker
4388,3048,stronger
413,3591,incomparable
2843,1333,equivalent
2304,3499,incomparable
2765,3894,incomparable
3720,2360,stronger
3102,3479,incomparable
4222,3510,weaker
299,1799,equivalent
763,2657,weaker
4273,3475,incomparable
3973,739,stronger
2209,3612,weaker
3498,446,incomparable
1357,4335,incomparable
271,3134,incomparable
2590,1237,weaker
3495,148,stronger
3734,1662,incomparable
1812,943,weaker
1796,4382,weaker
3868,164,incomparable
3303,2607,stronger
590,635,weaker
1066,4536,incomparable
1766,3981,weaker
752,4346,incomparable
4011,1381,stronger
2209,1518,weaker
4614,893,incomparable
663,332,incomparable
2077,86,incomparable
2694,3438,incomparable
1481,964,incomparable
2954,359,weaker
4140,2141,stronger
1466,1595,stronger
3462,3017,stronger
530,4125,weaker
2600,1524,equivalent
2333,1180,incomparable
3806,575,incomparable
3221,4086,weaker
3169,1452,weaker
3300,1935,stronger
139,3745,weaker
3050,1760,stronger
99,2626,stronger
4235,2186,incomparable
4087,36,stronger
3908,1791,stronger
4281,2531,incomparable
3937,277,stronger
3782,3372,equivalent
845,4136,incomparable
1359,4357,weaker
2682,21,stronger
2933,3804,weaker
3855,2130,incomparable
2320,2823,equivalent
2215,1309,equivalent
725,55,incomparable
4524,976,stronger
3632,3024,incomparable
4506,3588,incomparable
1815,1375,equivalent
1553,2129,equivalent
2857,3967,incomparable
2336,323,weaker
2931,3916,incomparable
1326,2904,equivalent
3385,4086,incomparable
3345,2967,stronger
3710,1402,stronger
1239,3659,incomparable
1807,733,equivalent
2249,1078,incomparable
2648,1349,incomparable
2039,2022,stronger
3107,1863,weaker
2544,437,weaker
4204,1910,incomparable
780,112,weaker
4477,3008,incomparable
459,3669,weaker
2928,585,stronger
2145,4111,weaker
4101,3660,weaker
3748,2044,incomparable
3922,3917,weaker
1227,2494,incomparable
2481,2525,incomparable
638,2099,stronger
2586,2541,weaker
1863,4398,incomparable
736,944,equivalent
4158,1161,stronger
3597,3568,equivalent
4015,3327,weaker
1016,3213,equivalent
1444,4414,incomparable
759,3557,incomparable
4577,4528,incomparable
3212,4666,weaker
2555,195,equivalent
3618,3102,incomparable
172,2299,stronger
4186,176,incomparable
1471,3793,incomparable
1374,2140,stronger
1307,918,stronger
534,4378,weaker
2575,847,incomparable
1305,4255,weaker
2757,2773,stronger
3301,1705,incomparable
2676,1653,incomparable
4288,1392,stronger
3073,4507,incomparable
4415,1167,incomparable
101,554,incomparable
1608,1031,incomparable
4144,4087,incomparable
353,775,incomparable
3202,4328,weaker
2249,273,incomparable
681,4024,weaker
330,3043,stronger
4327,2259,incomparable
1142,2921,equivalent
925,4384,weaker
1357,631,incomparable
3399,2398,incomparable
2458,4584,weaker
3411,1469,incomparable
2153,3948,weaker
1940,457,weaker
4427,396,stronger
3917,1048,incomparable
1083,247,stronger
3975,4436,weaker
2471,3476,incomparable
2299,740,weaker
1855,2978,stronger
58,2705,stronger
2849,4590,incomparable
846,1997,stronger
3981,3692,weaker
2331,463,incomparable
2482,3076,incomparable
3413,202,stronger
4335,4190,stronger
4254,818,incomparable
2249,1562,stronger
2256,289,stronger
1428,4604,incomparable
3455,1367,stronger
2753,1095,stronger
3112,4411,incomparable
1749,458,weaker
2616,43,weaker
1298,2279,weaker
4558,4612,weaker
3658,2635,stronger
2538,3358,incomparable
3873,4509,incomparable
4644,222,incomparable
2703,2671,weaker
2334,330,weaker
4056,429,incomparable
4302,3868,incomparable
3543,3816,stronger
1635,2049,incomparable
458,1484,incomparable
2994,376,incomparable
2431,1202,weaker
2923,1664,weaker
844,2459,incomparable
2353,1511,equivalent
104,205,incomparable
3311,3466,weaker
4109,3446,incomparable
3345,2296,incomparable
2199,1044,incomparable
678,4641,weaker
96,1253,weaker
941,4462,weaker
745,386,weaker
2524,53,weaker
3571,2989,stronger
2955,2491,weaker
570,3768,weaker
2856,4175,incomparable
3321,3780,stronger
2042,1218,stronger
2887,1044,stronger
433,2716,incomparable
2456,4241,incomparable
3946,3051,incomparable
4099,4047,stronger
3278,2363,stronger
4407,1948,stronger
1707,181,stronger
3608,23,incomparable
745,736,equivalent
2240,4616,incomparable
256,2265,incomparable
1441,2691,incomparable
2169,1932,incomparable
3707,1722,incomparable
4481,1116,stronger
267,4117,incomparable
2829,1224,weaker
3644,619,incomparable
2768,3954,weaker
1830,3405,weaker
1150,2892,incomparable
4510,2985,incomparable
2461,4211,incomparable
3882,3416,stronger
1098,1012,stronger
905,3061,weaker
2918,3898,weaker
2672,459,stronger
2178,4088,incomparable
4571,4392,weaker
2742,3672,weaker
4643,3514,incomparable
2067,4257,incomparable
3614,3601,weaker
2824,1230,weaker
1043,1490,stronger
363,1731,incomparable
4680,4335,incomparable
1323,4513,incomparable
4688,1944,stronger
4399,1841,incomparable
2859,1224,incomparable
1417,1142,equivalent
1319,607,equivalent
2607,4386,weaker
1729,2168,stronger
1402,1773,equivalent
1170,2204,equivalent
3494,2903,incomparable
1360,1547,weaker
1513,2543,weaker
2058,4329,incomparable
1105,274,weaker
1741,4622,weaker
306,3267,weaker
213,3076,weaker
1397,2368,weaker
1147,3883,weaker
4235,3288,weaker
2998,228,incomparable
78,407,weaker
2996,3565,weaker
3818,4131,weaker
3000,4438,weaker
405,4185,equivalent
4361,394,stronger
1864,1430,weaker
3672,2801,stronger
4157,4536,incomparable
4618,1713,incomparable
2154,1943,weaker
3728,2144,incomparable
4366,4121,incomparable
2803,3520,weaker
4098,4306,incomparable
3366,1913,incomparable
4233,1498,incomparable
3474,1446,incomparable
1512,2826,weaker
1736,90,weaker
36,1470,weaker
3940,3905,incomparable
2307,845,weaker
1806,2549,stronger
1353,2015,stronger
4214,4639,weaker
3061,2216,stronger
334,346,equivalent
695,1291,incomparable
1901,3540,weaker
2897,1061,incomparable
493,4540,weaker
2479,1302,stronger
142,3559,incomparable
2365,1200,equivalent
176,2389,incomparable
1747,3073,weaker
4076,1672,incomparable
3326,420,incomparable
3305,3515,weaker
903,1405,weaker
3969,3495,weaker
170,2574,stronger
1314,747,equivalent
4125,4008,stronger
815,3278,weaker
1463,4253,incomparable
1387,3477,incomparable
3343,774,incomparable
2257,327,incomparable
629,4027,incomparable
925,2103,weaker
1657,4469,incomparable
3794,646,incomparable
2254,29,incomparable
3704,4136,incomparable
3601,251,stronger
4352,4357,weaker
1766,4412,weaker
3121,2997,equivalent
1137,4618,incomparable
1957,4357,weaker
3760,1412,stronger
489,2862,incomparable
3593,2992,incomparable
1115,106,incomparable
549,1415,stronger
3412,702,stronger
1404,1929,weaker
1395,2375,stronger
888,881,equivalent
3508,410,stronger
2763,4228,weaker
2197,3817,weaker
794,465,equivalent
4662,991,stronger
92,947,weaker
2124,2026,stronger
2536,4414,incomparable
920,3987,weaker
3969,246,incomparable
4163,3495,weaker
1902,112,incomparable
2232,4188,incomparable
3111,1124,equivalent
1384,2401,stronger
1036,3381,incomparable
2147,1606,equivalent
280,4566,incomparable
2768,2478,weaker
1701,1519,incomparable
4294,945,stronger
3246,36,equivalent
4493,2094,stronger
4190,2285,incomparable
4661,4122,incomparable
893,2514,stronger
3080,498,stronger
3560,1889,stronger
4630,113,stronger
1286,2216,stronger
2432,1216,equivalent
558,1477,incomparable
2502,1955,equivalent
193,4008,weaker
1010,66,weaker
3312,1006,stronger
4232,4389,weaker
3404,3978,stronger
911,60,weaker
4082,658,incomparable
4617,1756,stronger
4226,2100,incomparable
4250,242,incomparable
1972,4614,weaker
4688,3851,stronger
230,4048,weaker
4266,186,incomparable
2481,2956,incomparable
4021,4327,weaker
4535,4548,weaker
1412,1924,weaker
1080,1185,equivalent
1830,185,equivalent
257,2838,stronger
620,1200,stronger
3386,2998,incomparable
3786,3117,stronger
3958,191,stronger
3034,1792,stronger
618,3756,incomparable
4651,2629,stronger
4267,946,stronger
313,3120,incomparable
1218,2997,equivalent
3721,1941,incomparable
3917,3573,incomparable
3112,170,incomparable
4674,546,incomparable
3612,2937,incomparable
2838,1099,equivalent
3101,3953,incomparable
2528,119,equivalent
747,379,weaker
1294,2992,weaker
499,1031,weaker
2825,2557,equivalent
4575,540,stronger
347,2889,incomparable
4127,1316,incomparable
1902,596,stronger
2294,3106,incomparable
291,1267,weaker
886,2608,equivalent
1987,2397,stronger
3478,4061,stronger
4507,2476,incomparable
3111,2547,equivalent
2543,3783,incomparable
597,1724,weaker
700,2603,equivalent
2097,1222,stronger
249,4424,weaker
2866,4436,incomparable
3086,2490,stronger
4177,1783,stronger
1347,1663,weaker
3210,1213,stronger
1906,3347,weaker
4315,212,incomparable
1964,2763,stronger
1286,3639,incomparable
3999,3359,weaker
16,631,incomparable
2674,4616,incomparable
4451,2702,incomparable
81,2746,weaker
4236,2548,stronger
1378,195,stronger
4554,1891,stronger
1386,4220,weaker
1794,3291,weaker
4048,3251,stronger
1300,504,weaker
3423,3199,stronger
4059,1131,incomparable
4675,3349,stronger
3078,1444,incomparable
64,298,weaker
1375,3307,weaker
1249,724,stronger
3780,3436,weaker
581,36,equivalent
1159,1962,weaker
2565,135,equivalent
2637,1701,weaker
3322,114,stronger
4151,1659,incomparable
311,175,stronger
1186,375,weaker
611,3850,weaker
4377,659,incomparable
370,755,stronger
1851,4175,incomparable
1424,2418,equivalent
1037,1972,stronger
1238,3948,incomparable
2074,4220,incomparable
2469,23,incomparable
710,796,weaker
2768,3096,weaker
3096,4093,incomparable
1112,1742,stronger
501,3840,incomparable
527,2809,equivalent
1218,448,weaker
2104,2527,equivalent
896,4369,weaker
1708,83,equivalent
2852,700,stronger
2943,818,weaker
1766,4225,weaker
4574,799,stronger
4472,2774,incomparable
3185,351,incomparable
2111,4637,incomparable
2352,1316,weaker
4368,4114,incomparable
791,3794,incomparable
2683,2584,incomparable
4094,347,incomparable
1578,1141,weaker
585,3137,equivalent
3751,4145,incomparable
3706,2682,incomparable
1586,3476,incomparable
3182,2682,incomparable
4283,219,incomparable
1160,2321,equivalent
401,1515,incomparable
4558,2144,incomparable
162,3219,stronger
2918,4329,weaker
318,3732,incomparable
540,361,weaker
3561,234,incomparable
2819,3569,weaker
4667,2087,incomparable
976,3143,weaker
2444,2194,stronger
652,2265,weaker
2765,300,stronger
3847,1759,incomparable
1237,474,incomparable
3210,2636,stronger
2045,1142,stronger
2318,2994,incomparable
1621,814,equivalent
3856,532,incomparable
3165,2112,equivalent
2962,4227,weaker
1888,4349,incomparable
4351,3894,incomparable
762,4503,weaker
863,4555,incomparable
2774,1143,stronger
1198,869,weaker
425,4329,incomparable
4276,1276,incomparable
3804,4664,incomparable
4042,4078,weaker
4231,3977,equivalent
1927,2964,incomparable
2421,1779,equivalent
132,1074,equivalent
3516,999,incomparable
3850,121,stronger
1305,177,weaker
1780,470,stronger
3380,1892,stronger
4159,1630,incomparable
3479,1871,incomparable
4475,3556,incomparable
817,4560,incomparable
160,89,stronger
3516,4382,incomparable
1116,655,weaker
646,4678,incomparable
1293,2045,incomparable
680,3508,incomparable
1955,444,weaker
1535,4022,incomparable
3854,4377,weaker
3789,1538,stronger
2629,388,weaker
1875,680,incomparable
1856,4602,weaker
809,885,weaker
3608,1877,incomparable
1562,2620,equivalent
1794,3909,weaker
1985,1225,weaker
3173,3642,weaker
3976,3966,stronger
1340,1460,incomparable
3513,3710,incomparable
703,85,stronger
2418,3709,weaker
3815,76,stronger
4363,3099,incomparable
140,4294,weaker
3433,2411,stronger
2086,3909,incomparable
570,3878,weaker
3039,794,stronger
563,2707,weaker
4356,1339,stronger
2694,3011,incomparable
4000,14,incomparable
3050,394,incomparable
3399,548,stronger
1833,2682,incomparable
1905,1996,weaker
4635,1693,stronger
2553,2971,equivalent
1051,2646,incomparable
2608,2678,weaker
3623,1195,stronger
4394,318,incomparable
73,978,incomparable
1074,3007,weaker
4582,2998,incomparable
3539,3187,stronger
2338,2036,incomparable
4092,892,stronger
1044,1825,stronger
1529,3560,weaker
3942,544,stronger
3648,97,stronger
2373,3161,incomparable
2400,3264,weaker
96,1497,equivalent
1977,717,stronger
3339,2725,incomparable
4340,2310,incomparable
4350,3752,incomparable
3576,1914,stronger
2956,4650,incomparable
1287,2899,weaker
1932,2637,stronger
1068,317,incomparable
4046,3526,weaker
94,111,incomparable
1219,486,equivalent
4269,3009,stronger
3450,2714,incomparable
1533,1585,equivalent
688,3479,weaker
1872,2771,stronger
3704,3762,incomparable
4158,3178,stronger
2396,4434,weaker
4605,2177,stronger
1881,3988,incomparable
4179,1022,incomparable
242,2611,stronger
3904,36,stronger
2147,882,weaker
41,1574,stronger
1056,91,stronger
1658,2411,stronger
937,2843,equivalent
1305,795,equivalent
1644,261,incomparable
3708,1787,stronger
1518,1842,incomparable
4563,2301,incomparable
3362,1150,incomparable
224,4664,incomparable
3135,2679,weaker
3286,4538,incomparable
1776,4352,incomparable
284,743,equivalent
1718,3593,incomparable
2833,3280,weaker
235,3510,weaker
3685,113,incomparable
866,1098,incomparable
2906,2038,weaker
3534,3327,stronger
1447,97,stronger
4181,694,incomparable
1355,508,incomparable
2480,883,incomparable
1549,3757,weaker
708,697,equivalent
3622,2393,incomparable
3160,4025,weaker
4527,3933,incomparable
2576,2284,incomparable
1545,790,equivalent
3138,1233,weaker
1593,272,equivalent
473,241,stronger
3857,4138,weaker
839,3782,incomparable
2759,4620,weaker
1916,3177,stronger
2375,3691,weaker
2521,2762,stronger
575,1457,incomparable
456,3455,incomparable
4654,4647,incomparable
2407,3414,weaker
189,3865,weaker
225,3330,weaker
187,3038,equivalent
3464,2342,stronger
4448,1546,stronger
2903,585,stronger
3670,4662,incomparable
2285,3424,incomparable
2675,3579,incomparable
1834,519,stronger
1701,3373,incomparable
4376,3363,incomparable
24,1704,stronger
533,1581,weaker
1928,3537,weaker
4192,4185,stronger
1207,3777,incomparable
4657,3790,incomparable
3330,248,stronger
1241,355,incomparable
771,3624,weaker
2025,437,weaker
3028,3101,weaker
984,4671,weaker
1082,1796,stronger
812,1935,equivalent
2596,1192,weaker
3107,4148,weaker
3043,191,equivalent
475,2515,equivalent
2132,3717,incomparable
3411,1526,incomparable
2387,1957,equivalent
329,3629,stronger
3403,884,stronger
4034,4134,weaker
1904,4240,incomparable
2585,2881,weaker
3158,4463,weaker
4433,2153,stronger
1945,4241,incomparable
792,1818,equivalent
2943,899,equivalent
2958,3651,incomparable
169,149,stronger
466,2587,stronger
3771,2219,stronger
445,1710,incomparable
4060,4042,stronger
3335,2820,stronger
1136,3321,weaker
3808,3040,stronger
2736,1737,stronger
1127,1515,weaker
2858,3420,incomparable
215,2187,stronger
2966,2199,weaker
2749,4416,weaker
8,1894,incomparable
2620,1562,equivalent
1868,2681,incomparable
739,652,weaker
3213,2076,weaker
3199,2932,equivalent
2750,854,weaker
3939,490,stronger
2523,1629,weaker
370,2475,incomparable
1132,2798,equivalent
922,2988,stronger
1292,1767,weaker
3611,2876,incomparable
1114,3158,equivalent
773,2865,weaker
2313,4236,weaker
1134,4564,weaker
910,884,stronger
3489,4576,incomparable
2190,638,incomparable
4058,4504,weaker
2074,2907,stronger
3029,4591,incomparable
3559,1373,stronger
2432,171,equivalent
3266,2060,incomparable
3075,2492,stronger
2195,4365,incomparable
3248,2420,weaker
3217,855,weaker
3439,3708,weaker
311,740,incomparable
2981,2830,stronger
1561,63,incomparable
2230,3605,weaker
1848,1059,incomparable
2560,2019,weaker
1937,2794,stronger
922,4277,incomparable
2285,1814,stronger
1293,248,stronger
3194,90,weaker
3187,3837,weaker
1542,952,weaker
3168,2841,weaker
2963,4129,weaker
2092,638,weaker
655,900,stronger
2804,3318,incomparable
3211,1198,stronger
3061,3883,incomparable
2445,3385,incomparable
1607,2286,weaker
2684,1681,incomparable
158,1787,stronger
2534,2676,incomparable
2014,4330,weaker
168,4195,incomparable
3688,1537,stronger
185,3610,weaker
3447,162,incomparable
105,1372,stronger
871,905,equivalent
4405,4561,stronger
430,3414,incomparable
3883,2944,incomparable
4277,3063,incomparable
715,3775,weaker
50,2604,stronger
4226,3283,incomparable
1819,829,weaker
2519,3684,incomparable
3506,4125,incomparable
2558,1168,stronger
421,2547,stronger
1040,310,weaker
1611,1065,weaker
197,587,equivalent
2385,459,incomparable
2968,2729,stronger
4224,3587,weaker
1492,1373,stronger
3510,2554,incomparable
538,99,weaker
4574,2653,incomparable
1986,1127,equivalent
826,731,incomparable
2474,127,incomparable
4136,2427,stronger
108,4652,incomparable
1550,1728,weaker
3365,860,incomparable
2155,4319,weaker
1902,3873,incomparable
3691,1030,incomparable
998,4406,weaker
1607,1481,weaker
3508,2077,stronger
3497,1164,stronger
2941,3915,weaker
2299,4448,weaker
676,1322,incomparable
4482,970,stronger
4351,4459,incomparable
4523,1533,stronger
533,1044,weaker
2394,4685,weaker
4388,1308,stronger
2844,3201,weaker
1379,3135,equivalent
1694,2015,stronger
1276,2256,incomparable
4192,615,incomparable
2845,1359,equivalent
1451,3011,incomparable
4228,4244,equivalent
1767,773,stronger
4174,975,stronger
378,2045,incomparable
2389,4499,incomparable
3369,3207,stronger
236,649,weaker
3527,4547,incomparable
1187,871,equivalent
490,1697,weaker
65,13,incomparable
3542,883,incomparable
1749,2072,weaker
3936,810,stronger
119,2693,weaker
4190,1858,incomparable
2607,605,equivalent
3810,2391,stronger
4494,549,incomparable
3995,1390,stronger
77,2467,weaker
3423,410,equivalent
704,2565,stronger
3178,579,weaker
3028,820,weaker
1758,4228,weaker
825,4023,incomparable
273,1066,incomparable
3683,2966,stronger
4333,4014,incomparable
3686,231,incomparable
1580,923,equivalent
2970,2535,equivalent
1751,4188,weaker
3170,2566,equivalent
1594,40,incomparable
2734,723,incomparable
2173,2376,incomparable
2606,3921,weaker
2773,651,weaker
662,245,stronger
173,4218,weaker
741,1292,equivalent
2786,2576,weaker
1334,1806,incomparable
114,4577,incomparable
4090,2916,stronger
1256,4367,incomparable
3391,2915,incomparable
2264,1713,incomparable
3315,3859,stronger
1283,528,weaker
3146,4050,weaker
3223,4270,weaker
2433,1899,equivalent
4552,3886,incomparable
4122,1858,incomparable
1488,179,incomparable
3167,1894,incomparable
1632,1621,stronger
3879,2854,incomparable
4639,98,stronger
1879,1498,incomparable
1910,811,incomparable
4098,2403,stronger
4342,1043,incomparable
2195,1734,equivalent
2026,4177,weaker
813,1703,equivalent
1558,2611,stronger
1552,4486,incomparable
726,2458,weaker
1435,1457,incomparable
2908,852,weaker
4649,3445,stronger
1655,3675,incomparable
861,3814,incomparable
3404,3685,incomparable
3237,1293,incomparable
1234,2864,incomparable
4087,1463,incomparable
814,2278,weaker
4391,1874,incomparable
738,3222,weaker
3756,3578,incomparable
1264,2514,stronger
2623,87,stronger
235,1847,weaker
2067,2838,stronger
3419,3404,weaker
415,2946,incomparable
1117,3218,incomparable
2593,2130,weaker
2256,293,stronger
4417,62,incomparable
1825,3490,weaker
2479,2782,incomparable
271,723,incomparable
2162,631,incomparable
1678,1750,incomparable
742,4280,weaker
1876,4209,incomparable
2970,3019,weaker
2693,267,equivalent
530,425,weaker
270,1252,incomparable
793,3279,weaker
1982,2915,weaker
2809,1381,equivalent
4383,828,incomparable
124,2366,stronger
2543,4645,incomparable
762,2653,weaker
3807,3112,incomparable
1596,2290,weaker
3170,3989,weaker
4462,2814,stronger
1819,1581,weaker
2321,2731,equivalent
1676,3747,incomparable
528,1668,incomparable
1794,3214,weaker
3138,509,equivalent
2193,3485,weaker
2310,98,stronger
4020,1126,stronger
498,2957,equivalent
183,3885,weaker
563,4106,weaker
1050,3470,incomparable
1394,4034,weaker
2488,2090,incomparable
1621,4225,weaker
4637,536,stronger
277,1268,weaker
3539,4236,stronger
2799,4426,incomparable
970,2952,weaker
1166,4584,weaker
880,26,incomparable
3256,1669,stronger
3044,3476,incomparable
1146,899,stronger
2909,807,stronger
3389,2198,stronger
1873,2167,incomparable
4266,2471,incomparable
2965,150,equivalent
2992,1973,stronger
2130,288,stronger
813,3126,weaker
4471,2876,incomparable
4276,4098,incomparable
3856,1260,incomparable
2617,3789,weaker
1471,2537,stronger
2087,591,stronger
3711,2599,stronger
4671,4627,weaker
2350,3445,weaker
2534,2034,stronger
971,1433,weaker
2946,1978,stronger
3157,2198,equivalent
1550,3769,weaker
3986,1491,incomparable
4593,4155,incomparable
3299,561,stronger
4407,3241,stronger
2091,2403,stronger
1764,2008,stronger
506,4487,incomparable
1925,2865,incomparable
2555,817,weaker
1675,1936,stronger
4361,1553,stronger
703,2557,stronger
521,42,weaker
884,4066,weaker
2250,1120,incomparable
3652,4247,equivalent
3991,3713,weaker
3715,1563,stronger
4262,4176,weaker
1910,1429,incomparable
1110,1376,stronger
2667,1408,stronger
253,4199,weaker
497,2839,equivalent
309,2788,stronger
1049,1100,incomparable
3719,2436,stronger
1747,3882,weaker
489,1443,incomparable
766,4195,weaker
1815,1542,equivalent
3917,4114,incomparable
261,2747,stronger
3155,1347,stronger
120,1576,stronger
2979,3565,incomparable
147,3399,weaker
3729,1619,stronger
578,1865,weaker
4435,2010,stronger
3986,4658,weaker
863,2034,stronger
3597,3385,weaker
3545,3195,incomparable
871,4369,weaker
1127,2080,weaker
3677,116,stronger
2579,598,weaker
1414,3076,weaker
4234,1727,stronger
1949,202,stronger
729,2973,weaker
2864,767,stronger
2234,2815,equivalent
1981,2369,equivalent
4214,1260,incomparable
1495,3415,weaker
695,356,incomparable
225,407,weaker
1226,746,incomparable
3669,2857,incomparable
1004,1865,incomparable
1367,1917,equivalent
2722,2754,stronger
1017,3790,weaker
1619,2892,weaker
3130,1825,stronger
2703,260,weaker
2930,3457,weaker
1211,623,weaker
1130,3667,weaker
8,2809,stronger
4569,4053,stronger
3867,4535,incomparable
1092,931,stronger
4015,4433,weaker
3037,2765,weaker
3835,2745,stronger
573,3749,weaker
3527,2400,stronger
607,2579,weaker
1710,3195,incomparable
3788,455,incomparable
3807,4669,weaker
3628,3206,stronger
1369,2902,weaker
2074,439,incomparable
1148,1213,equivalent
2765,1296,stronger
1724,2312,stronger
1168,4309,weaker
4690,34,incomparable
2551,778,weaker
4478,343,incomparable
876,3908,weaker
2390,3304,weaker
2452,4182,incomparable
2722,1599,stronger
915,3082,weaker
1939,1153,equivalent
3876,460,stronger
395,3046,stronger
2843,3057,weaker
630,3852,incomparable
4579,1334,incomparable
3636,2693,incomparable
3777,4618,incomparable
3302,3571,stronger
1482,685,stronger
3873,4326,incomparable
4664,3135,stronger
2035,1800,stronger
2073,2092,stronger
192,3626,weaker
3516,1056,incomparable
4626,399,incomparable
3153,1004,weaker
3258,266,incomparable
4192,4079,incomparable
2843,24,weaker
4539,1154,incomparable
4133,466,incomparable
4618,2201,stronger
1700,3015,weaker
841,2759,stronger
1118,1347,equivalent
2269,691,stronger
4533,1339,stronger
3975,2509,incomparable
4419,1991,stronger
360,1897,incomparable
1189,3442,weaker
1129,947,incomparable
874,2118,equivalent
944,1167,weaker
1212,2113,incomparable
954,3575,weaker
1399,4191,weaker
644,2595,stronger
1017,891,equivalent
2918,1487,weaker
3941,1585,stronger
1165,3206,stronger
1609,1934,weaker
3195,3458,incomparable
4086,3629,stronger
4633,3798,incomparable
820,727,incomparable
1897,122,stronger
324,3529,weaker
1435,1754,stronger
1858,1857,incomparable
4286,3690,incomparable
2902,2832,stronger
422,839,incomparable
2046,2847,incomparable
2531,4582,incomparable
2722,1144,stronger
642,3057,incomparable
3815,1072,incomparable
2005,1503,equivalent
2888,1621,stronger
4383,775,incomparable
3094,3941,incomparable
4166,2992,incomparable
2244,1519,incomparable
1268,2930,stronger
1323,3391,incomparable
1839,3685,incomparable
643,2878,incomparable
3317,3424,stronger
3740,1837,incomparable
2599,929,equivalent
1644,3217,stronger
4168,3038,stronger
245,3771,weaker
727,1825,stronger
4634,1525,incomparable
69,3545,weaker
3876,4327,incomparable
1240,1821,incomparable
3573,2074,incomparable
1632,1113,incomparable
2162,1867,incomparable
4037,488,stronger
515,2319,weaker
3598,3824,weaker
196,2539,equivalent
3202,1380,equivalent
2964,1966,incomparable
3561,3942,weaker
2547,2617,equivalent
1506,3633,incomparable
3011,1031,incomparable
3926,2350,stronger
3523,4589,incomparable
2348,2407,equivalent
1,4,stronger
582,2201,equivalent
701,2832,equivalent
2258,2864,incomparable
3765,1843,incomparable
4099,965,stronger
3988,3578,weaker
1397,2535,equivalent
1014,4460,incomparable
665,4306,incomparable
2831,3665,incomparable
3927,858,incomparable
480,4526,weaker
1349,774,incomparable
148,3033,equivalent
4217,3815,stronger
984,3305,weaker
1784,4112,weaker
3245,272,equivalent
1001,3474,weaker
2971,2921,equivalent
2931,1802,stronger
4650,4636,weaker
4545,3122,incomparable
